Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;1;6;9147;1;Secondary;128.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;116.5;0;0;0;1;0;0;18;0;0;5;9;3;11.666666666666666;0;0;5;15;2;11.0;0;7.6;2.6;0.32;0
1;1;1;9147;1;Secondary;129.0;Portugese;Basic_Education;Basic_Education;Administrative;Unskilled/Elementary;121.0;1;0;0;1;0;0;18;0;0;5;8;2;10.5;0;0;5;7;3;12.333333333333334;0;7.6;2.6;0.32;0
1;1;3;9500;1;Secondary;143.0;Portugese;Basic_Education;Basic_Education;Skilled Trades;Skilled Trades;133.8;1;0;0;1;0;0;18;0;0;8;8;8;14.26875;0;0;8;8;8;14.26875;0;9.4;-0.8;-3.12;0
1;1;2;9773;1;Secondary;108.0;Portugese;Basic_Education;Basic_Education;Skilled Trades;Skilled Trades;115.0;1;0;1;0;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;1
1;1;1;9147;1;Secondary;130.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;131.8;1;0;0;1;0;1;19;0;0;5;8;2;10.5;0;0;5;11;3;13.333333333333334;0;7.6;2.6;0.32;0
1;1;1;9238;1;Secondary;135.0;Portugese;Basic_Education;Secondary;Intermediate/Tech;Service/Sales;121.0;0;0;0;1;0;0;21;0;0;6;11;5;11.2;0;0;6;15;1;10.0;0;7.6;2.6;0.32;0
2;39;1;9991;0;Undergraduate;140.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Trades;152.4;0;0;0;1;0;0;26;0;0;5;5;5;12.0;0;0;5;6;5;14.833333333333334;0;10.8;1.4;1.74;0
1;43;2;9556;1;Secondary;120.0;Portugese;Secondary;Basic_Education;Administrative;Intermediate/Tech;110.2;0;0;0;1;0;0;27;0;0;7;9;7;12.228571428571428;0;1;8;10;8;13.2125;0;10.8;1.4;1.74;0
1;1;1;9670;1;Secondary;117.0;Portugese;Secondary;Basic_Education;Service/Sales;Management;113.5;1;0;0;1;0;0;20;0;0;5;6;4;11.5;0;0;5;5;4;10.75;0;9.4;-0.8;-3.12;0
1;17;1;9238;1;Secondary;151.0;Portugese;Basic_Education;Secondary;Service/Sales;Student/Other;144.4;1;0;0;1;0;0;18;0;0;6;8;6;15.375;0;0;6;7;6;16.428571428571427;0;16.2;0.3;-0.92;0
1;53;1;9085;1;Technical/Specialized;140.0;Portugese;Secondary;Secondary;Service/Sales;Service/Sales;143.3;1;0;0;0;0;0;23;0;7;12;19;9;13.666666666666666;0;4;9;15;6;13.5;0;8.9;1.4;3.51;0
1;39;1;9500;1;Basic_Education;133.1;Portugese;Secondary;Postgraduate;Administrative;Intermediate/Tech;100.0;0;0;0;1;0;0;24;0;0;8;11;7;12.614285714285714;0;0;8;11;7;12.614285714285714;0;12.7;3.7;-1.7;0
1;44;1;9238;1;Technical/Specialized;130.0;Portugese;Basic_Education;Basic_Education;Skilled Agri/Fishery;Unskilled/Elementary;126.3;1;0;0;1;0;1;19;0;3;6;7;5;12.2;0;2;6;6;6;11.5;0;13.9;-0.3;0.79;0
1;1;1;9773;1;Secondary;125.0;Portugese;Basic_Education;Basic_Education;Intermediate/Tech;Service/Sales;115.9;0;0;0;1;0;0;19;0;0;6;13;4;11.75;0;0;6;10;4;11.0;0;10.8;1.4;1.74;0
1;1;4;9238;1;Secondary;125.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Agri/Fishery;114.9;1;0;1;1;0;1;19;0;0;6;9;5;11.4;0;0;6;9;3;10.0;0;8.9;1.4;3.51;0
1;1;1;9238;1;Secondary;135.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Military;121.0;0;0;1;1;0;0;18;0;0;6;10;5;10.6;0;0;6;14;2;10.0;0;7.6;2.6;0.32;0
1;51;1;8014;0;Secondary;121.0;Portugese;Secondary;Basic_Education;Service/Sales;Skilled Trades;112.3;0;0;0;1;0;0;22;0;14;16;16;13;10.923076923076923;0;13;13;13;11;11.454545454545457;0;16.2;0.3;-0.92;0
1;43;1;9070;1;Secondary;141.0;Portugese;Secondary;Basic_Education;Service/Sales;Military;127.0;0;0;0;1;0;0;20;0;0;6;6;5;12.4;0;0;6;9;5;12.4;0;12.7;3.7;-1.7;0
1;39;1;9003;1;Secondary;130.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;120.0;0;0;0;1;0;0;25;0;0;6;6;0;0.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;1
1;44;1;9003;1;Technical/Specialized;180.0;Portugese;Secondary;Undergraduate;Administrative;High-Level Specialists;180.0;0;0;0;1;0;0;21;0;0;6;6;6;15.833333333333334;0;0;6;8;6;15.5;0;15.5;2.8;-4.06;0
1;1;1;9500;1;Secondary;117.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;117.4;1;0;0;1;0;0;19;0;0;7;12;5;11.8;0;0;7;9;6;11.708333333333334;0;11.1;0.6;2.02;0
1;17;4;9773;1;Secondary;127.0;Portugese;Secondary;Basic_Education;Administrative;Management;115.8;1;0;0;1;0;0;18;0;0;6;7;6;12.571428571428571;0;0;6;6;6;13.666666666666666;0;13.9;-0.3;0.79;0
1;1;3;9670;1;Secondary;126.0;Portugese;Basic_Education;Basic_Education;Student/Other;Student/Other;136.5;1;0;0;1;0;0;18;0;0;5;7;3;12.0;0;0;5;7;4;13.25;1;7.6;2.6;0.32;0
1;17;3;9500;1;Secondary;143.0;Portugese;Undergraduate;Undergraduate;Unskilled/Elementary;Skilled Trades;129.0;1;0;0;1;1;0;19;0;0;7;8;7;13.3625;0;0;8;9;8;14.444444444444445;0;13.9;-0.3;0.79;0
1;1;1;9085;1;Secondary;144.0;Europe;Undergraduate;Undergraduate;Skilled Agri/Fishery;Skilled Agri/Fishery;137.6;1;0;0;1;0;1;19;1;0;5;6;5;15.4;0;0;5;5;5;16.0;0;10.8;1.4;1.74;0
1;17;2;9773;1;Secondary;126.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Service/Sales;129.5;1;0;1;0;0;0;18;0;0;6;9;5;12.2;0;0;6;9;4;11.75;0;10.8;1.4;1.74;1
1;51;1;9238;1;Technical/Specialized;140.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Skilled Trades;129.1;1;0;0;1;0;1;20;0;6;11;11;11;12.818181818181818;0;6;11;11;11;13.545454545454543;0;12.4;0.5;1.79;0
1;17;5;9500;1;Secondary;148.0;Portugese;Secondary;Basic_Education;Administrative;Operators/Assembly;130.2;1;0;0;1;0;0;19;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;12.4;0.5;1.79;1
1;42;1;9500;1;Secondary;100.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Skilled Trades;134.3;1;0;0;1;0;0;28;0;12;17;21;17;13.394736842105264;0;11;17;19;17;13.554736842105264;0;16.2;0.3;-0.92;0
1;1;1;9238;1;Secondary;151.0;Portugese;Basic_Education;Secondary;Unskilled/Elementary;Unskilled/Elementary;138.4;1;0;0;1;0;1;20;0;0;6;8;6;14.25;0;0;6;8;6;11.0;0;12.7;3.7;-1.7;0
1;42;1;8014;0;Secondary;120.0;Portugese;Basic_Education;Basic_Education;Student/Other;Skilled Trades;120.0;1;0;0;1;0;0;30;0;9;11;19;9;13.444444444444445;1;5;7;7;7;14.714285714285714;0;7.6;2.6;0.32;1
1;1;4;9500;1;Secondary;135.0;Portugese;Secondary;Basic_Education;Unskilled/Elementary;Skilled Trades;123.5;1;0;0;1;0;1;19;0;0;7;8;7;12.285714285714286;0;0;8;10;8;11.7375;0;12.4;0.5;1.79;0
1;1;2;9070;1;Secondary;121.0;Portugese;Basic_Education;Basic_Education;Intermediate/Tech;Intermediate/Tech;116.1;1;0;0;1;0;0;22;0;0;6;7;6;11.666666666666666;0;0;6;7;5;13.2;0;12.7;3.7;-1.7;0
1;1;1;9254;1;Secondary;116.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Operators/Assembly;110.8;1;0;0;1;0;0;18;0;0;6;8;6;12.166666666666666;0;0;6;6;6;13.5;0;11.1;0.6;2.02;0
1;17;1;9853;1;Secondary;147.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;142.8;1;0;0;1;0;0;23;0;0;6;11;2;10.0;0;0;6;15;2;11.0;0;7.6;2.6;0.32;1
1;17;4;9070;1;Secondary;160.0;Portugese;Secondary;Basic_Education;Service/Sales;Skilled Trades;155.5;1;0;0;1;0;0;18;0;0;6;6;6;14.0;0;0;6;6;6;15.0;0;11.1;0.6;2.02;0
1;1;1;9853;1;Secondary;133.0;Portugese;Basic_Education;Basic_Education;Skilled Trades;Skilled Trades;126.7;1;0;0;1;0;0;18;0;0;6;9;5;11.833333333333334;0;0;6;6;4;12.0;0;15.5;2.8;-4.06;0
2;39;1;9773;1;Basic_Education;100.0;Portugese;Basic_Education;Basic_Education;Student/Other;Student/Other;163.5;0;0;1;0;1;0;50;0;0;6;7;1;15.0;0;0;5;12;0;0.0;0;10.8;1.4;1.74;1
1;1;1;171;1;Secondary;151.0;South_America;Undergraduate;Undergraduate;High-Level Specialists;Service/Sales;161.9;1;0;0;1;0;1;19;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;0
1;17;2;9254;1;Secondary;124.0;South_America;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;123.3;1;0;0;1;0;0;22;1;0;6;7;6;10.833333333333334;0;0;6;6;6;10.666666666666666;0;13.9;-0.3;0.79;0
1;44;1;9238;1;Technical/Specialized;140.0;South_America;Secondary;Secondary;Administrative;Skilled Agri/Fishery;137.5;0;0;1;1;0;1;23;1;3;6;7;6;13.142857142857142;0;2;6;6;6;14.0;0;12.4;0.5;1.79;0
1;18;4;9085;1;Secondary;170.0;Portugese;Secondary;Secondary;Administrative;Service/Sales;166.6;0;0;1;0;0;1;20;0;2;5;8;5;14.4;1;0;5;6;5;14.0;0;12.7;3.7;-1.7;1
4;39;1;9238;1;Basic_Education;133.1;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Military;103.5;0;0;0;0;0;0;44;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;13.9;-0.3;0.79;1
4;39;1;9003;1;Basic_Education;133.1;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;110.0;0;0;0;1;1;0;49;0;6;12;17;7;12.0;0;3;12;19;9;11.22222222222222;0;15.5;2.8;-4.06;0
2;43;1;9991;0;Secondary;100.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;128.2;0;0;0;1;1;0;46;0;6;10;13;9;12.2;0;4;10;12;10;12.8;0;7.6;2.6;0.32;0
1;39;1;9085;1;Technical/Specialized;120.0;Portugese;Basic_Education;Basic_Education;Management;Unskilled/Elementary;137.7;1;0;0;0;1;0;41;0;3;3;3;3;12.333333333333334;0;2;2;2;2;11.0;0;12.4;0.5;1.79;1
1;17;3;9500;1;Secondary;133.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Operators/Assembly;128.8;1;0;0;1;1;0;18;0;0;7;8;7;11.8375;0;0;8;9;8;12.48125;0;13.9;-0.3;0.79;0
3;39;1;9991;0;Secondary;120.0;Portugese;Basic_Education;Secondary;Unskilled/Elementary;High-Level Specialists;170.0;0;0;0;1;1;0;43;0;0;5;5;5;11.8;0;0;5;6;5;14.0;0;9.4;-0.8;-3.12;0
4;39;2;9147;1;Basic_Education;133.1;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Trades;116.4;0;0;1;0;1;0;70;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;1
4;39;1;9130;1;Basic_Education;133.1;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Administrative;100.9;0;0;0;1;1;0;48;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;1
2;43;1;9003;1;Secondary;133.1;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Trades;136.0;0;0;0;1;1;0;41;0;18;19;19;19;12.68421052631579;0;12;13;13;13;12.384615384615383;0;15.5;2.8;-4.06;0
1;1;1;9254;1;Secondary;140.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Intermediate/Tech;130.0;0;0;0;1;1;0;21;0;0;6;8;6;12.571428571428571;0;0;6;10;4;13.0;0;12.7;3.7;-1.7;0
1;39;1;33;1;Secondary;100.0;South_America;Basic_Education;Basic_Education;Unskilled/Elementary;Operators/Assembly;100.0;0;0;1;0;1;0;35;1;0;7;18;3;11.25;0;0;7;7;0;0.0;0;16.2;0.3;-0.92;1
2;39;1;9130;1;Basic_Education;133.1;Portugese;Undergraduate;Secondary;High-Level Specialists;Unskilled/Elementary;157.0;1;0;0;1;1;0;44;0;1;5;13;4;14.0;3;1;5;9;4;15.5;2;10.8;1.4;1.74;0
1;1;1;9147;1;Secondary;143.0;Portugese;Undergraduate;Secondary;Service/Sales;Service/Sales;152.1;1;0;1;1;1;0;18;0;0;5;15;4;13.333333333333334;0;0;5;6;2;13.5;0;13.9;-0.3;0.79;1
2;1;1;8014;0;Secondary;165.0;Portugese;Basic_Education;Basic_Education;Student/Other;Student/Other;162.9;1;0;0;1;1;0;45;0;0;6;7;6;13.666666666666666;0;0;6;6;6;13.666666666666666;0;7.6;2.6;0.32;0
1;1;1;9254;1;Secondary;154.0;Portugese;Undergraduate;Secondary;High-Level Specialists;Management;137.2;0;0;0;1;1;0;20;0;0;6;12;3;10.0;0;0;6;9;5;10.8;0;15.5;2.8;-4.06;0
1;44;1;9003;1;Technical/Specialized;140.0;Portugese;Secondary;Basic_Education;Unskilled/Elementary;Management;140.0;1;0;0;1;1;0;22;0;0;6;12;5;12.6;0;0;6;11;6;11.714285714285714;0;12.4;0.5;1.79;0
1;43;1;9119;1;Secondary;140.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Skilled Trades;146.5;0;0;0;1;1;0;39;0;0;5;10;3;17.333333333333332;0;0;5;11;1;17.0;0;13.9;-0.3;0.79;1
1;44;1;9085;1;Technical/Specialized;130.0;Portugese;Undergraduate;Undergraduate;Skilled Agri/Fishery;Skilled Agri/Fishery;130.0;0;0;0;0;1;0;20;0;2;6;10;5;13.2;0;1;6;21;3;12.0;0;12.4;0.5;1.79;0
2;39;1;9147;1;Basic_Education;133.1;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Intermediate/Tech;128.0;0;0;0;1;1;0;49;0;0;5;9;3;14.0;0;0;5;8;3;13.666666666666666;0;8.9;1.4;3.51;1
1;7;1;9556;1;Postgraduate;190.0;Portugese;Postgraduate;Postgraduate;High-Level Specialists;High-Level Specialists;190.0;1;0;0;1;1;0;43;0;4;4;4;4;13.875;0;1;1;1;1;12.5;0;11.1;0.6;2.02;1
2;39;1;9991;0;Secondary;120.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;133.2;1;0;0;1;1;0;32;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;1
1;39;1;9238;1;Secondary;100.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;124.3;0;0;0;1;1;0;47;0;3;9;9;9;13.11111111111111;0;3;7;7;7;14.857142857142858;0;10.8;1.4;1.74;0
5;39;1;9991;0;Secondary;120.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;138.1;0;0;0;1;1;1;37;0;0;5;8;5;13.0;0;0;5;11;4;13.333333333333334;2;16.2;0.3;-0.92;1
2;39;1;8014;0;Secondary;133.1;Portugese;Basic_Education;Secondary;Administrative;Operators/Assembly;144.3;0;0;0;1;1;0;41;0;6;10;10;10;12.5;0;3;7;7;7;12.142857142857142;0;10.8;1.4;1.74;0
2;39;1;9003;1;Secondary;150.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Agri/Fishery;140.0;0;0;0;1;1;0;60;0;17;18;18;18;14.11111111111111;0;11;13;13;13;14.23076923076923;0;15.5;2.8;-4.06;0
2;39;1;9254;1;Secondary;120.0;Portugese;Secondary;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;148.3;0;0;0;1;1;0;47;0;6;11;11;11;14.727272727272728;0;6;9;9;9;15.77777777777778;0;10.8;1.4;1.74;0
1;39;1;8014;0;Secondary;133.1;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Trades;96.0;0;0;1;0;1;0;50;0;0;6;6;0;0.0;0;0;5;6;0;0.0;0;12.4;0.5;1.79;1
2;39;1;9991;0;Basic_Education;133.1;Portugese;Basic_Education;Basic_Education;Student/Other;Student/Other;121.7;1;0;0;1;1;0;45;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;1
1;39;1;9119;1;Secondary;100.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Operators/Assembly;160.0;0;0;1;0;1;0;45;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;1
2;39;1;9085;1;Secondary;133.1;Portugese;Basic_Education;Basic_Education;Student/Other;Student/Other;110.3;0;0;0;1;1;0;33;0;0;5;7;4;13.5;0;0;5;6;5;11.6;0;7.6;2.6;0.32;0
1;1;1;9500;1;Secondary;143.0;Portugese;Undergraduate;Undergraduate;High-Level Specialists;High-Level Specialists;129.0;0;0;0;1;1;0;18;0;0;8;8;7;13.105714285714283;0;0;8;8;7;13.105714285714283;0;10.8;1.4;1.74;0
2;39;1;9085;1;Secondary;120.0;Portugese;Basic_Education;Basic_Education;Skilled Agri/Fishery;Skilled Agri/Fishery;150.0;0;0;0;1;1;0;43;0;0;5;8;5;13.5;2;0;5;5;5;14.4;0;9.4;-0.8;-3.12;0
1;43;1;8014;0;Secondary;161.0;Portugese;Basic_Education;Basic_Education;Administrative;Military;100.0;0;0;0;1;1;0;44;0;9;13;18;13;11.846153846153848;0;9;11;11;11;12.0;0;12.7;3.7;-1.7;0
4;39;1;9670;1;Secondary;140.0;Portugese;Undergraduate;Secondary;Intermediate/Tech;Unskilled/Elementary;170.0;0;0;1;0;1;0;53;0;0;6;11;3;14.333333333333334;0;0;6;6;0;0.0;0;12.7;3.7;-1.7;1
2;42;1;9991;0;Undergraduate;123.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;123.0;0;0;0;1;1;0;37;0;0;5;10;5;15.8;0;0;5;5;5;17.6;0;9.4;-0.8;-3.12;0
1;43;1;9670;1;Secondary;142.0;Portugese;Basic_Education;Secondary;Operators/Assembly;Military;138.5;1;0;0;1;1;0;18;0;0;6;16;5;13.8;0;0;6;7;5;12.4;0;13.9;-0.3;0.79;0
1;43;1;33;1;Basic_Education;133.1;Portugese;Basic_Education;Basic_Education;Administrative;Administrative;140.0;0;0;1;1;1;0;35;0;3;10;18;6;12.666666666666666;0;1;9;11;3;12.0;2;16.2;0.3;-0.92;1
1;1;1;9254;1;Secondary;115.0;Portugese;Basic_Education;Secondary;Intermediate/Tech;Skilled Trades;113.6;0;0;0;1;1;0;23;0;0;6;10;6;13.0;0;0;6;9;6;12.0;0;11.1;0.6;2.02;0
1;1;1;171;1;Secondary;156.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Service/Sales;170.0;1;0;0;1;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;0
1;39;1;8014;0;Secondary;140.0;Portugese;Basic_Education;Basic_Education;Student/Other;Service/Sales;115.5;0;0;0;0;1;0;33;0;0;6;6;1;11.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;1
1;7;3;9130;1;Undergraduate;130.0;Portugese;Basic_Education;Basic_Education;Student/Other;Military;130.0;0;0;0;0;1;0;41;0;0;5;9;0;0.0;4;0;5;9;0;0.0;3;10.8;1.4;1.74;1
4;7;1;9500;1;Undergraduate;140.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Trades;140.0;0;0;0;1;1;0;51;0;4;7;7;7;15.2;0;6;8;8;8;16.575;0;13.9;-0.3;0.79;0
1;51;1;9670;1;Secondary;140.0;Portugese;Secondary;Postgraduate;Intermediate/Tech;Intermediate/Tech;126.6;0;0;0;1;1;0;19;0;2;6;7;6;14.428571428571429;0;1;7;8;7;14.375;0;11.1;0.6;2.02;0
1;39;1;9991;0;Secondary;133.1;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;143.2;0;0;0;1;1;0;35;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;1
1;1;2;171;1;Secondary;131.0;South_America;Basic_Education;Secondary;Administrative;Skilled Trades;131.4;1;0;0;1;1;0;20;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;0
1;43;1;9670;1;Secondary;141.0;Portugese;Undergraduate;Undergraduate;High-Level Specialists;High-Level Specialists;133.3;1;0;0;1;1;0;18;0;0;6;13;4;13.75;0;0;6;8;5;11.2;0;13.9;-0.3;0.79;0
1;1;1;9773;1;Secondary;120.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;118.3;0;0;1;0;1;1;18;0;0;6;11;5;12.166666666666666;0;0;6;15;3;12.0;0;13.9;-0.3;0.79;1
1;44;1;9003;1;Technical/Specialized;140.0;Portugese;Undergraduate;Secondary;Administrative;Skilled Agri/Fishery;140.0;0;0;0;1;1;0;21;0;0;6;12;5;12.142857142857142;0;0;6;11;5;11.666666666666666;0;13.9;-0.3;0.79;0
1;1;1;9254;1;Secondary;132.0;Portugese;Secondary;Basic_Education;Skilled Agri/Fishery;Skilled Agri/Fishery;124.7;1;0;0;1;1;0;21;0;0;6;9;6;12.0;0;0;6;8;5;11.6;0;13.9;-0.3;0.79;0
2;39;2;9147;1;Secondary;130.0;Portugese;Basic_Education;Basic_Education;Administrative;Skilled Trades;140.0;0;0;0;1;1;0;34;0;0;5;10;3;11.666666666666666;1;0;5;7;4;12.75;0;9.4;-0.8;-3.12;0
4;39;1;9130;1;Secondary;140.0;Portugese;Basic_Education;Basic_Education;Skilled Agri/Fishery;Skilled Trades;150.0;1;0;0;1;1;0;34;0;0;6;9;0;0.0;0;0;6;6;0;0.0;0;16.2;0.3;-0.92;1
1;17;2;9670;1;Secondary;110.0;Portugese;Undergraduate;Undergraduate;Administrative;Military;115.6;1;0;0;1;1;0;21;0;0;6;10;6;11.875;0;0;6;8;5;12.0;0;11.1;0.6;2.02;0
1;43;1;9773;1;Secondary;140.0;Portugese;Undergraduate;Basic_Education;Intermediate/Tech;Skilled Trades;116.9;0;0;0;1;1;0;32;0;6;11;15;7;11.285714285714286;0;5;7;10;6;12.333333333333334;0;13.9;-0.3;0.79;0
1;17;2;9254;1;Secondary;130.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Skilled Trades;123.4;1;0;0;1;1;0;30;0;0;6;17;2;10.0;0;0;6;15;3;11.333333333333334;0;7.6;2.6;0.32;1
1;1;1;171;1;Secondary;137.0;Portugese;Secondary;Undergraduate;Intermediate/Tech;Skilled Trades;146.5;1;0;1;1;1;0;19;0;6;12;13;11;12.0;0;4;11;15;10;11.181818181818182;0;8.9;1.4;3.51;0
1;51;1;9773;1;Secondary;158.0;Portugese;Secondary;Basic_Education;Operators/Assembly;Operators/Assembly;117.1;1;0;0;1;1;0;20;0;1;7;7;6;13.833333333333334;0;1;6;7;5;13.0;0;8.9;1.4;3.51;1
1;1;1;9070;1;Secondary;124.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Trades;113.9;1;0;0;1;1;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;1
1;1;1;9254;1;Secondary;136.0;Portugese;Undergraduate;Undergraduate;High-Level Specialists;High-Level Specialists;128.7;0;0;0;1;1;0;19;0;0;6;7;6;14.428571428571429;0;0;6;6;6;12.5;0;8.9;1.4;3.51;0
1;17;3;9500;1;Secondary;142.0;Portugese;Undergraduate;Undergraduate;Intermediate/Tech;Intermediate/Tech;132.9;1;0;0;1;1;0;18;0;0;7;8;5;14.2;0;0;7;9;6;12.4;0;12.4;0.5;1.79;1
1;39;1;9991;0;Secondary;150.0;Portugese;Secondary;Basic_Education;Administrative;Operators/Assembly;123.0;0;0;0;1;1;0;27;0;0;5;8;4;11.5;0;0;5;9;3;10.333333333333334;0;12.7;3.7;-1.7;1
1;39;1;9773;1;Secondary;120.0;Portugese;Secondary;Secondary;Unskilled/Elementary;Unskilled/Elementary;129.8;1;0;0;1;1;0;52;0;0;6;7;5;13.0;0;0;6;6;6;15.0;0;9.4;-0.8;-3.12;0
2;43;1;9003;1;Secondary;149.0;Portugese;Secondary;Secondary;Administrative;Service/Sales;156.1;1;0;0;0;1;0;29;0;0;6;6;0;0.0;0;0;6;8;0;0.0;0;15.5;2.8;-4.06;1
1;51;1;9003;1;Technical/Specialized;130.0;Portugese;Secondary;Basic_Education;Administrative;Administrative;120.0;1;0;1;0;1;0;22;0;0;6;12;3;11.333333333333334;0;0;6;13;2;11.0;0;8.9;1.4;3.51;1
1;43;1;9085;1;Secondary;110.0;Africa;Basic_Education;Basic_Education;Unskilled/Elementary;Skilled Agri/Fishery;117.2;1;0;0;1;1;0;28;1;13;18;45;18;12.5;12;10;13;26;12;11.428571428571429;6;15.5;2.8;-4.06;0
1;39;1;9670;1;Undergraduate;133.1;Portugese;Secondary;Secondary;Student/Other;Intermediate/Tech;107.0;1;0;0;1;1;0;30;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;1
1;1;2;9500;1;Secondary;134.0;Portugese;Secondary;Secondary;Service/Sales;Intermediate/Tech;128.4;1;0;0;1;0;0;18;0;0;7;7;7;13.471428571428572;0;0;8;9;8;13.944444444444445;0;16.2;0.3;-0.92;0
1;1;2;9670;1;Secondary;130.0;Portugese;Basic_Education;Basic_Education;Service/Sales;Service/Sales;123.4;1;0;0;1;0;0;21;0;0;5;5;4;11.75;0;0;5;5;3;13.333333333333334;0;9.4;-0.8;-3.12;0
1;1;1;9070;1;Secondary;141.0;Portugese;Basic_Education;Basic_Education;Unskilled/Elementary;Unskilled/Elementary;126.7;1;0;1;1;0;1;20;0;0;6;9;6;13.333333333333334;0;0;6;10;6;14.666666666666666;0;12.7;3.7;-1.7;0
1;42;1;9500;1;Secondary;123.0;Portugese;Basic_Education;Basic_Education;Intermediate/Tech;Intermediate/Tech;123.0;1;0;0;1;0;1;21;0;0;8;8;8;13.105;0;0;8;8;8;13.105;0;9.4;-0.8;-3.12;0
2;39;1;9991;0;Basic_Education;133.1;Portugese;Basic_Education;Basic_Education;Skilled Trades;Unskilled/Elementary;137.2;0;0;1;0;0;0;32;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;1
